STATION,NAME,DATE,AWND,FMTM,MDPR,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WESD,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",4/19/2006,10.51,1552,,1551,0,,0,0,,71,40,,320,310,0,23,29.1,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",4/20/2006,11.41,727,,726,0,,0,0,,78,49,,350,350,0,19.9,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",4/21/2006,12.75,1404,,1321,0,,0,0,,57,44,,120,130,0,19.9,23,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",4/22/2006,16.11,1558,,1650,0.53,,0,0,,48,43,,100,90,0,25.1,30,1,,,,,,,,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",4/23/2006,13.87,848,,850,4.63,,0,0,,57,45,,130,140,0,31.1,38,1,,,,,,,,,,,1,1,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",4/24/2006,7.16,454,,453,0.12,,0,0,,59,44,,100,110,0,21.9,23.9,1,,1,,,,,,,,,1,1,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",4/25/2006,10.74,2015,,1935,0.02,,0,0,,64,45,,350,360,0,23,30,1,,,,,,,,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",4/26/2006,10.51,149,,147,0,,0,0,,52,40,,360,360,0,19.9,28,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",4/27/2006,6.26,1414,,1409,0,,0,0,,68,38,,230,220,0,19.9,23,,,,,,,,,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",4/28/2006,11.18,826,,619,0,,0,0,,60,39,,20,20,0,21.9,29.1,,,,,,,,,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",4/29/2006,8.72,955,,1021,0,,0,0,,62,37,,30,70,0,21,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",4/30/2006,9.4,1326,,1306,0,,0,0,,69,40,,70,50,0,19.9,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/1/2006,15.43,1055,,1045,0,,0,0,,68,46,,40,50,0,28,34.9,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/2/2006,13.65,1230,,1218,0.05,,0,0,,55,48,,10,360,0,21.9,28,,,,,,,,,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/3/2006,11.86,1708,,1703,0.16,,0,0,,62,49,,360,360,0,19.9,25.9,1,,,,,,,,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/4/2006,8.05,1557,,1600,0,,0,0,,79,50,,220,210,0,17,21,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/5/2006,6.26,1424,,1431,0,,0,0,,77,50,,190,220,0,16.1,17,,,,,,,,1,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/6/2006,8.5,2224,,2234,0,,0,0,,71,50,,350,350,0,23,29.1,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/7/2006,8.28,31,,30,0,,0,0,,63,45,,350,350,0,19.9,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/8/2006,8.28,1117,,1149,0,,0,0,,63,48,,90,100,0,21,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/9/2006,14.32,1522,,1521,0.08,,0,0,,58,50,,20,10,0,28,40,1,,,,,,,,,,,1,1,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/10/2006,9.62,1715,,723,0.04,,0,0,,60,50,,40,360,0,17,21.9,1,,,,,,,,,,,1,1,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/11/2006,11.18,2353,,2328,0.01,,0,0,,63,53,,120,110,0,23,29.1,1,,,,,,,,,,,1,1,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/12/2006,15.88,132,,704,1.74,,0,0,,62,55,,110,130,0,31.1,38.9,1,1,,,,,,,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/13/2006,9.62,1936,,1718,0,,0,0,,69,49,,30,50,0,21,25.9,1,1,,,,,,,,,,1,1,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/14/2006,11.86,1625,,1948,0,,0,0,,57,48,,30,10,0,17,21,1,,,,,,,,,,,1,1,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/15/2006,9.4,1026,,1024,0.54,,0,0,,62,50,,50,50,0,21,25.9,1,1,1,,,,,,,,,,1,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/16/2006,8.28,1113,,1113,0.84,,0,0,,63,51,,250,250,0,17.9,23,1,,,,,,,,,,,1,1,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/17/2006,10.51,1114,,1106,0,,0,0,,67,50,,230,240,0,21.9,28,1,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/18/2006,9.17,1745,,1629,0,,0,0,,70,52,,200,190,0,17,21.9,1,,,,,,,,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/19/2006,8.5,1513,,1512,0.74,,0,0,,62,50,,250,250,0,31.1,36,1,,,,,,,1,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/20/2006,11.86,1451,,1501,0,,0,0,,69,48,,250,260,0,23.9,28,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/21/2006,12.53,1933,,1918,0.03,,0,0,,65,47,,310,330,0,30,36.9,,,,,,,,,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/22/2006,15.66,1728,,5,0,,0,0,,64,47,,300,290,0,25.1,32,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/23/2006,11.63,1629,,1121,0,,0,0,,67,42,,330,280,0,21.9,28,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/24/2006,8.5,1059,,1159,0,,0,0,,72,44,,340,360,0,21,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/25/2006,8.28,1457,,1438,0,,0,0,,76,47,,220,240,0,21.9,25.9,,,,,,,,1,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/26/2006,4.03,929,,929,0.19,,0,0,,70,59,,170,170,0,15,17,1,1,1,,,,,1,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/27/2006,6.26,1320,,1319,0,,0,0,,82,59,,330,330,0,15,17,1,,1,,,,,1,,,,1,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/28/2006,7.83,1317,,1317,0,,0,0,,80,60,,140,140,0,14.1,16.1,1,,,,,,,,,,,1,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/29/2006,7.38,1602,,1602,0,,0,0,,77,58,,220,220,0,16.1,21,1,,,,,,,1,,,,1,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/30/2006,7.16,1226,,1224,0,,0,0,,83,61,,100,90,0,15,17.9,1,,,,,,,1,,,,1,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5/31/2006,6.93,0,,1526,0,,0,0,,67,62,,130,160,0,14.1,15,1,1,,,,,,,,,,1,1,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/1/2006,8.5,1602,,1713,0.18,,0,0,,79,62,,210,210,0,17,21.9,1,1,1,,,,,1,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/2/2006,6.49,1512,,1510,0.5,,0,0,,77,64,,180,170,0,13,15,1,,1,,,,,1,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/3/2006,9.84,2306,,2130,0.87,,0,0,,69,55,,20,20,0,17,23,1,1,1,,,,,,,,,,1,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/4/2006,7.38,2357,,2357,0,,0,0,,66,55,,20,40,0,16.1,17.9,1,,,,,,,,,,,1,1,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/5/2006,3.8,827,,828,0.01,,0,0,,70,56,,30,30,0,10.1,12.1,1,,,,,,,,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/6/2006,8.72,1519,,1518,0.05,,0,0,,74,55,,90,100,0,17.9,23.9,1,1,,,,,,,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/7/2006,15.43,1910,,1751,1.27,,0,0,,61,56,,40,70,0,25.1,32,1,,,,,,,,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/8/2006,8.28,1423,,1509,0.01,,0,0,,68,56,,290,290,0,15,17,1,,,,,,,,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/9/2006,6.71,2209,,2209,0.24,,0,0,,73,59,,280,280,0,17.9,23,1,,1,,,,,,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/10/2006,17.67,1852,,735,0,,0,0,,68,54,,300,300,0,29.1,38.9,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/11/2006,14.32,111,,47,0,,0,0,,71,52,,280,290,0,23,31.1,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/12/2006,6.93,1628,,645,0,,0,0,,70,55,,210,350,0,14.1,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/13/2006,8.05,1816,,1820,0,,0,0,,79,60,,220,220,0,16.1,17.9,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/14/2006,5.37,1706,,1649,0,,0,0,,73,61,,220,200,0,13,15,1,,,,,,,,,,,1,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/15/2006,10.51,1345,,2054,0.05,,0,0,,80,63,,350,360,0,19.9,25.1,1,,,,,,,,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/16/2006,8.05,1259,,1420,0,,0,0,,85,58,,310,290,0,16.1,19.9,,,,,,,,1,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/17/2006,6.71,1841,,1834,0,,0,0,,78,59,,220,220,0,15,17.9,,,,,,,,,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/18/2006,9.62,1659,,1659,0,,0,0,,83,66,,210,210,0,16.1,21,1,,,,,,,1,,,,1,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/19/2006,12.53,1825,,1823,0.04,,0,0,,80,67,,220,220,0,21.9,25.9,1,,,,,,,1,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/20/2006,8.05,1607,,1707,0,,0,0,,85,66,,230,230,0,19.9,21.9,1,,,,,,,1,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/21/2006,5.37,1615,,1548,0,,0,0,,80,60,,180,190,0,12.1,15,,,,,,,,,,,,1,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/22/2006,9.62,1336,,1335,0,,0,0,,82,65,,220,230,0,19.9,23.9,1,,,,,,,1,,,,1,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/23/2006,8.5,1105,,1647,0.14,,0,0,,84,69,,220,210,0,17.9,23,1,,1,,,,,1,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/24/2006,7.16,1314,,957,1.47,,0,0,,73,69,,220,200,0,13,15,1,,1,,,,,,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/25/2006,6.93,1351,,1351,0.13,,0,0,,74,68,,170,170,0,15,17.9,1,,,,,,,1,,,,1,1,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/26/2006,13.87,9999,,,0.13,,,,,74,68,,160,160,0,21,25.1,,,,,,,,,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/27/2006,14.99,1300,,1300,0,,0,0,,80,70,,160,160,0,23,33.1,1,,,,,,,1,,,,1,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/28/2006,14.99,659,,659,0.38,,0,0,,80,70,,150,150,0,30,40,1,,,,,,,,,,,1,1,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/29/2006,8.95,1936,,1923,0,,0,0,,79,68,,220,240,0,17.9,23,1,1,,,,,,1,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6/30/2006,9.17,1422,,2031,0,,0,0,,80,62,,310,290,0,17,23,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/1/2006,10.74,2309,,2306,0,,0,0,,81,61,,230,200,0,19.9,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/2/2006,13.65,2114,,2112,0.01,,0,0,,83,68,,210,210,0,25.1,32,,,1,,,,,1,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/3/2006,7.38,1622,,1620,0,,0,0,,85,70,,200,210,0,15,17.9,1,,,,,,,1,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/4/2006,8.5,1645,,1644,0.03,,0,0,,87,71,,220,230,0,21.9,29.1,1,,1,,,,,1,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/5/2006,5.14,941,,941,1.51,,0,0,,77,68,,280,280,0,21.9,25.1,1,,1,,,,,1,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/6/2006,7.16,1601,,1604,0.92,,0,0,,76,62,,320,330,0,15,17,1,,,,,,,,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/7/2006,7.38,712,,742,0,,0,0,,79,61,,350,350,0,14.1,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/8/2006,5.37,1309,,1308,0,,0,0,,82,63,,130,120,0,14.1,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/9/2006,10.51,1603,,1559,0,,0,0,,84,68,,210,190,0,21,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/10/2006,12.08,1713,,1712,0,,0,0,,80,67,,210,220,0,23,29.1,,,,,,,,,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/11/2006,11.18,1351,,1629,0,,0,0,,81,71,,210,240,0,19.9,23,1,,1,,,,,,,,,1,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/12/2006,9.4,2251,,2251,1.26,,0,0,,82,71,,280,280,0,23.9,33.1,1,,1,,,,,1,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/13/2006,8.95,1715,,1718,0.07,,0,0,,84,67,,10,20,0,17,21,1,,,,,,,1,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/14/2006,5.82,1216,,1204,0,,0,0,,83,64,,200,200,0,15,17.9,1,,,,,,,,,,,1,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/15/2006,4.7,1221,,1218,0,,0,0,,79,65,,180,170,0,13,15,1,,,,,,,,,,,1,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/16/2006,6.04,1040,,1125,0,,0,0,,90,71,,360,360,0,14.1,17,1,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/17/2006,5.14,1440,,1444,0,,0,0,,93,71,,240,240,0,17,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/18/2006,8.05,2218,,2217,1.01,,0,0,,94,71,,220,220,0,36.9,48.1,1,1,1,,,,,1,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/19/2006,8.05,1705,,1705,0,,0,0,,84,71,,110,110,0,19.9,21.9,,,,,,,,,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/20/2006,12.3,1747,,1746,0.07,,0,0,,79,68,,40,20,0,21,25.9,1,,,,,,,1,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/21/2006,7.38,923,,921,0.41,,0,0,,82,70,,270,270,0,17.9,23.9,1,,1,,,,,1,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/22/2006,12.3,1638,,1541,0.15,,0,0,,78,73,,200,210,0,25.9,32,1,,1,,,,,1,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/23/2006,6.49,607,,606,0,,0,0,,77,65,,300,300,0,14.1,17,1,,,,,,,,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/24/2006,7.61,1732,,1643,0,,0,0,,82,64,,210,190,0,15,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/25/2006,10.74,1737,,1736,0,,0,0,,80,70,,200,200,0,17.9,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/26/2006,8.5,1440,,1443,0,,0,0,,82,70,,160,170,0,15,17,1,,,,,,,,,,,1,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/27/2006,11.18,1351,,1706,0,,0,0,,82,73,,200,190,0,19.9,23.9,1,,,,,,,,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/28/2006,10.29,1616,,1616,0.02,,0,0,,86,73,,240,240,0,21.9,25.9,1,,,,,,,1,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/29/2006,7.83,1521,,1521,0,,0,0,,91,70,,220,230,0,17.9,21,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/30/2006,6.93,1328,,1327,0,,0,0,,90,75,,350,350,0,16.1,21,,,,,,,,1,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7/31/2006,7.61,1924,,1452,0,,0,0,,89,70,,210,210,0,13,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/1/2006,7.38,1553,,1624,0,,0,0,,95,76,,220,230,0,17,19.9,1,,,,,,,1,,,,1,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/2/2006,8.5,1425,,1437,0,,0,0,,98,80,,230,240,0,17.9,21.9,1,,,,,,,1,,,,1,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/3/2006,8.05,1805,,1805,0,,0,0,,98,77,,330,330,0,23,28,,,,,,,,1,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/4/2006,7.16,1524,,1613,0,,0,0,,91,74,,340,360,0,19.9,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/5/2006,4.92,733,,730,0,,0,0,,90,66,,360,350,0,15,17.9,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/6/2006,9.84,1614,,1358,0,,0,0,,83,70,,120,140,0,16.1,21,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/7/2006,11.18,1317,,1219,0.01,,0,0,,85,75,,210,220,0,19.9,25.9,1,,,,,,,1,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/8/2006,9.84,1655,,1654,0,,0,0,,87,67,,10,10,0,19.9,23.9,1,,,,,,,1,,,,1,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/9/2006,8.5,1632,,1414,0,,0,0,,82,62,,210,180,0,14.1,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/10/2006,11.63,1533,,1533,0,,0,0,,84,66,,200,210,0,23,29.1,,,,,,,,,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/11/2006,11.18,823,,921,0,,0,0,,79,62,,20,20,0,19.9,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/12/2006,7.16,1046,,1102,0,,0,0,,78,56,,350,330,0,17.9,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/13/2006,7.83,1519,,1425,0,,0,0,,81,54,,290,360,0,16.1,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/14/2006,11.86,1719,,1625,0,,0,0,,81,59,,210,210,0,23.9,32,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/15/2006,8.5,124,,,0.09,,0,0,,80,66,,220,200,0,21.9,30,1,,,,,,,1,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/16/2006,6.04,1416,,1351,0,,0,0,,84,63,,220,210,0,15,17,1,,,,,,,,,,,1,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/17/2006,5.82,1458,,1457,0,,0,0,,82,64,,120,110,0,15,17,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/18/2006,3.8,1525,,1524,0,,0,0,,80,64,,210,210,0,12.1,15,1,,,,,,,,,,,1,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/19/2006,7.83,1322,,1321,0,,0,0,,81,60,,190,180,0,16.1,19.9,,,,,,,,,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/20/2006,11.41,611,,509,0.26,,0,0,,89,73,,220,220,0,17.9,23.9,1,,,,,,,1,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/21/2006,8.5,1249,,1226,0,,0,0,,83,67,,350,320,0,17.9,23,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/22/2006,5.82,1401,,1136,0,,0,0,,84,63,,210,290,0,15,17.9,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/23/2006,3.8,1106,,1239,0,,0,0,,86,64,,360,310,0,15,17,1,,,,,,,,,,,1,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/24/2006,4.92,1536,,1216,0.02,,0,0,,79,64,,140,140,0,13,16.1,1,,,,,,,,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/25/2006,6.93,1141,,1140,1.58,,0,0,,75,65,,60,60,0,25.9,30,1,1,1,,,,,1,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/26/2006,10.96,1454,,2143,0.15,,0,0,,70,63,,110,120,0,17,21,1,,,,,,,,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/27/2006,11.41,1628,,1628,2.19,,0,0,,73,63,,110,110,0,23,25.1,1,,,,,,,,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/28/2006,9.62,339,,427,0.72,,0,0,,73,68,,240,200,0,17.9,23.9,1,,,,,,,,,,,1,1,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/29/2006,7.83,2242,,2242,0.56,,0,0,,68,63,,60,70,0,14.1,17,1,,,,,,,,,,,1,1,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/30/2006,6.71,307,,245,0,,0,0,,74,63,,40,30,0,15,19.9,1,,,,,,,,,,,1,1,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8/31/2006,8.72,135,,134,0,,0,0,,71,60,,30,30,0,17.9,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",9/1/2006,11.63,1335,,1334,0.15,,0,0,,69,59,,70,70,0,21,28,,,,,,,,,,,,,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",9/2/2006,21.92,2150,,2123,0.29,,0,0,,66,59,,100,90,0,31.1,44.1,1,,,,,,,,,,,1,,,1,,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",9/3/2006,8.28,23,,27,0.27,,0,0,,77,60,,90,100,0,25.9,32,1,,,,,,,1,,,,1,1,,1,,,,,,,
